spec,category_chain_or_product,method,status,reason,category,http_status,rpc_code,rpc_message
story,chain,eth_getAccountInfo,fail,HTTP 400,Method not supported on chain,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32600,""message"":""Unsupported method: eth_getAccountInfo on STORY_MAINNET""}}"
gensyn,chain,eth_fillTransaction,fail,jsonrpc error,Mutation method needs funded sender,200,-32000,insufficient funds for transfer
gensyn,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
gensyn,chain,eth_getAccountInfo,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccountInfo does not exist/is not available
clankermon,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
bitcoincash,chain,getblockfilter,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
bitcoincash,chain,getblockheader,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
bitcoincash,chain,getblockstats,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
lens,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
lens,chain,eth_getAccountInfo,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
solana-das,product,getNftEditions,fail,jsonrpc error,Other JSON-RPC error,200,-32000,Database Error: RecordNotFound Error: Master Edition not found
shape,chain,eth_fillTransaction,fail,jsonrpc error,Mutation method needs funded sender,200,-32003,insufficient funds for gas * price + value: have 0 want 1
monad,chain,eth_fillTransaction,fail,jsonrpc error,Other JSON-RPC error,200,-32603,reserve balance violation
monad,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
xmtp,chain,eth_call,fail,jsonrpc error,Mutation method needs funded sender,200,-32000,err: insufficient funds for gas * price + value: address 0x0000000000000000000000000000000000000000 have 0 want 1 (supplied gas 550000000)
gnosis,chain,eth_fillTransaction,fail,jsonrpc error,Method not supported on chain,200,-32601,The method 'eth_fillTransaction' is not supported.
blast,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
blast,chain,eth_getAccountInfo,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccountInfo does not exist/is not available
xmtp,chain,eth_estimateGas,fail,jsonrpc error,Mutation method needs funded sender,200,-32000,failed with 550000000 gas: insufficient funds for gas * price + value: address 0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045 have 0 want 1
linea,chain,eth_fillTransaction,fail,jsonrpc error,Mutation method needs funded sender,200,-32000,insufficient funds for transfer
linea,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
linea,chain,eth_getAccountInfo,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccountInfo does not exist/is not available
superseed,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
degen,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
tea,chain,eth_getBlockByNumber,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
tea,chain,eth_getBlockTransactionCountByHash,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
moonbeam,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
moonbeam,chain,eth_getAccountInfo,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
humanity,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
bnb,chain,eth_fillTransaction,fail,jsonrpc error,Mutation method needs funded sender,200,-32000,insufficient funds for transfer
bnb,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
soneium,chain,eth_fillTransaction,fail,jsonrpc error,Mutation method needs funded sender,200,-32000,insufficient funds for transfer
robinhood,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
litecoin,chain,getblockfilter,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
sonic,chain,eth_getAccountInfo,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccountInfo does not exist/is not available
mantle,chain,eth_protocolVersion,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_protocolVersion does not exist/is not available
mantle,chain,eth_sendRawTransaction,fail,jsonrpc error,Mutation method - pre-EIP-155 example,200,-32000,"failed to forward tx to sequencer, err: 'only replay-protected (EIP-155) transactions allowed over RPC'"
mythos,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
litecoin,chain,getblockheader,fail,jsonrpc error,Stale example - block reference,200,-5,Block not found
opbnb,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
eth,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
dogecoin,chain,getblockfilter,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
dogecoin,chain,getblockstats,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
soneium,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
dogecoin,chain,getblockheader,fail,jsonrpc error,Stale example - block reference,200,-5,Block not found
litecoin,chain,getblockstats,fail,jsonrpc error,Stale example - block reference,200,-5,Block not found
soneium,chain,eth_getAccountInfo,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccountInfo does not exist/is not available
ronin,chain,eth_protocolVersion,fail,HTTP 400,Method not supported on chain,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32600,""message"":""Unsupported method: eth_protocolVersion on RONIN_MAINNET""}}"
mantle,chain,eth_simulateV1,fail,jsonrpc error,Other JSON-RPC error,200,-32000,error calculating DA footprint: missing deposit transaction
abstract,chain,zks_getL2ToL1MsgProof,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
avax,chain,eth_callMany,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_callMany does not exist/is not available
mantle,chain,eth_submitWork,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_submitWork does not exist/is not available
injective,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
zetachain,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getRawTransactionByHash does not exist/is not available
hyperliquid,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
tron,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
tron,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
tron,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,method not found
fantom,chain,eth_getBlockTransactionCountByHash,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
zksync,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
adi,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
adi,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
fantom,chain,eth_getBlockTransactionCountByNumber,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
matic,chain,eth_fillTransaction,fail,jsonrpc error,Mutation method needs funded sender,200,-32000,insufficient funds for transfer
fantom,chain,eth_getCode,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
rootstock,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
fantom,chain,eth_getFilterChanges,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
tea,chain,eth_getBlockTransactionCountByNumber,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
rootstock,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
matic,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
tea,chain,eth_getCode,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
celo,chain,eth_getAccountInfo,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccountInfo does not exist/is not available
jovay,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
jovay,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
sei,chain,eth_getBlockByHash,fail,jsonrpc error,Other JSON-RPC error,200,-32000,could not find block for hash D5F1812548BE429CBDC6376B29611FC49E06F1359758C4CEAAA3B393E2239F9C
sei,chain,eth_getBlockByNumber,fail,jsonrpc error,Other JSON-RPC error,200,-32000,EVM is only supported from block 79123881 onwards
citrea,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
citrea,chain,eth_fillTransaction,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
citrea,chain,eth_getAccountInfo,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
sei,chain,eth_getBlockTransactionCountByHash,fail,jsonrpc error,Other JSON-RPC error,200,-32000,could not find block for hash B903239F8543D04B5DC1BA6579132B143087C68DB1B2168786408FCBCE568238
worldmobilechain,chain,eth_estimateGas,fail,jsonrpc error,Mutation method needs funded sender,200,-32000,failed with 550000000 gas: insufficient funds for gas * price + value: address 0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045 have 0 want 1
metis,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
frax,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
frax,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
bitcoin,chain,getblocktemplate,fail,dns/connect,Host does not resolve,,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate is not yet valid (_ssl.c:1016)
katana,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
settlus,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
bitcoincash,chain,getchaintxstats,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
polygonzkevm,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
polygonzkevm,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
monad,chain,eth_getAccountInfo,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
xmtp,chain,eth_fillTransaction,fail,jsonrpc error,Mutation method needs funded sender,200,-32000,insufficient funds for transfer
crossfi,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
crossfi,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
superseed,chain,eth_sendRawTransaction,fail,jsonrpc error,Mutation method - pre-EIP-155 example,200,-32000,only replay-protected (EIP-155) transactions allowed over RPC
astar,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
astar,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
tea,chain,eth_getFilterChanges,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
tea,chain,eth_getFilterLogs,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
ronin,chain,eth_sendRawTransaction,fail,jsonrpc error,Mutation method - stale nonce example,200,-32000,"nonce too low: next nonce 7, tx nonce 1"
eth,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
litecoin,chain,getblocktemplate,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
avax,chain,eth_createAccessList,fail,jsonrpc error,Mutation method needs funded sender,200,-32000,failed to apply transaction: 0x06e1fc810838685f59bb39dc2fa1e1c9b8ed248faa8961c29923b255e4ef9241 err: insufficient funds for gas * price + value: address 0xaeA8F8f781326bfE6A7683C2BD48Dd6AA4d3Ba63 have
eth,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
opbnb,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
litecoin,chain,getchaintxstats,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
opbnb,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
zora,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
zora,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
dogecoin,chain,getchaintxstats,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
ronin,chain,eth_submitWork,fail,jsonrpc error,Method not supported on chain,200,-32603,unimplemented
zora,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32602,"invalid hex in storage key: ""0x283s34c8e2b1456f09832c71e5d6a0b4f8c9e1d3a2b5c7f0e6d4a8b2c1f3e5d7"""
injective,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getRawTransactionByHash does not exist/is not available
injective,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
botanix,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
botanix,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
zksync,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
fantom,chain,eth_getFilterLogs,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
zksync,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,Method not found
fantom,chain,eth_getLogs,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
fantom,chain,eth_getProof,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
fantom,chain,eth_getStorageAt,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
tea,chain,eth_getLogs,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
tea,chain,eth_getRawTransactionByHash,fail,dns/connect,Host does not resolve,,,[Errno -2] Name or service not known
rootstock,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,method not found
opt,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
tempo,chain,eth_call,fail,jsonrpc error,Other JSON-RPC error,200,-32603,Revm error: value transfer not allowed
anime,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
anime,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
megaeth,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
megaeth,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
anime,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
stable,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
stable,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
scroll,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
scroll,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
flow,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
flow,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
flow,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getRawTransactionByHash does not exist/is not available
pharos,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
pharos,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
pharos,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32700,"PARAM_VERIFY_ERROR: failed to parse slot, invalid hex character"
jovay,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,METHOD_NOT_FOUND
worldchain,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
sei,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
apechain,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
sei,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
apechain,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
worldmobilechain,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
metis,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
bitcoin,chain,getmempoolancestors,fail,jsonrpc error,Other JSON-RPC error,200,-5,Transaction not in mempool
katana,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
plasma,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
plasma,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
arb,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
arb,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
story,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
story,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
settlus,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
settlus,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
gensyn,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
mode,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
mode,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
mode,chain,eth_getProof,fail,jsonrpc error,Invalid params shape (-32602),200,-32602,Invalid params
clankermon,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
clankermon,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
clankermon,chain,eth_getProof,fail,jsonrpc error,Example payload type/format invalid,200,-32000,hex string invalid
bitcoincash,chain,getmempoolancestors,fail,HTTP 503,Transient or capacity: HTTP 503,503,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32001,""message"":""Unable to complete request at this time.""}}"
lens,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
lens,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
shape,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
xmtp,chain,eth_getAccount,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getAccount does not exist/is not available
gnosis,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
blast,chain,eth_getFilterChanges,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
blast,chain,eth_getFilterLogs,fail,HTTP 400,Stateless Try It - filter does not persist,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32000,""message"":""filter not found""}}"
xlayer,chain,eth_sendRawTransaction,fail,jsonrpc error,Mutation method - stale nonce example,200,-32000,"nonce too low: next nonce 2, tx nonce 1"
crossfi,chain,eth_getProof,fail,HTTP 400,Method not supported on chain,400,,"{""jsonrpc"":""2.0"",""id"":1,""error"":{""code"":-32600,""message"":""Unsupported method: eth_getProof on CROSSFI_MAINNET""}}"
crossfi,chain,eth_getRawTransactionByHash,fail,jsonrpc error,Method not supported on chain,200,-32601,the method eth_getRawTransactionByHash does not exist/is not available
